1. 13973026	45755					2427762	486307	91877.21	4329.18	186493.5	0	203606.88	23771	5577	27309982	4339106	335798	8814012	0	13821066
   4016.968808	13.15365819					698.0339275	139.8237493	26.41667913	1.244732605	53.62090282	0	58.5413686	6.834675101	1.603507763	7852.208741	1247.586544	96.54916619	2534.218516	0	3973.854514
2. 15547024	50544					1989982	346047	103257.56	6389.24	113999.53	2776.13	119624.92	21910	5681	17097092	5877116	444800	3823764	96656	6854756
   4018.876567	13.06552927					514.4066176	89.45250097	26.69188574	1.651606566	29.46866486	0.717624402	30.92281763	5.663693938	1.468527853	4419.56624	1519.223472	114.9799664	988.4358278	24.98539486	1771.941579
3. 503680	1677					89137	6321	3227.14	40.56	572.45	53.46	2427.42	1165	35	260896	143923	2297	15747	1871	97058
   3997.460317	13.30952381					707.4365079	50.16666667	25.61222222	0.321904762	4.543253968	0.424285714	19.2652381	9.246031746	0.277777778	2070.603175	1142.246032	18.23015873	124.9761905	14.84920635	770.3015873
4. 3168576	11178					503162	96342	32489.18	943.61	39557.94	704.7	22646.57	6465	691	4284144	1699448	71713	1324091	24268	1164624
   4005.785082	14.13147914					636.9139241	121.9518987	41.1255443	1.194443038	50.07334177	0.892025316	28.6665443	8.183544304	0.874683544	5422.967089	2151.2	90.77594937	1676.064557	30.71898734	1474.207595
5. 25052466	81114					7872833	1685480	468713.43	86589.62	621829.38	2762.8	505584.96	148834	24098	98387437	29334132	6319540	28313765	121253	34298747
   4018.360093	13.01050606					1263.088882	270.4557125	75.19868923	13.89212578	99.76405904	0.44325365	81.11422429	23.87838922	3.866196053	15784.92492	4706.262153	1013.884165	4542.558158	19.45339323	5502.767046
6. 30952810	100409					5184465	1129165	280421.54	54914.99	369493.92	589.03	423746.05	178259	11901	64425201	17019505	4509180	17724239	29710	25142567
   4016.976186	13.03082214					673.0886076	146.5972087	36.40656151	7.12950211	47.97064849	0.076472574	55.01409283	23.14300552	1.545082765	8364.193574	2209.60792	585.4177215	2301.10211	3.857189224	3264.208634
7. 1852066	6351					181463	35298	6563.67	241.39	18176.4	336.16	9980.38	1862	80	2043151	405504	23136	871968	12910	729633
   4004.467027	13.73189189					394.914037	76.81828074	14.28437432	0.525331882	39.55690968	0.731577802	21.72008705	4.052230686	0.174102285	4446.465724	882.4896627	50.35038085	1897.645267	28.09575626	1587.884657
8. 2512436	8480					374249	79080	19559.66	3666.71	27326.91	82.26	28444.37	11960	729	4903283	1064001	317277	1517853	3156	2000996
   4003.882072	13.51394422					596.412749	126.0239044	31.17077291	5.84336255	43.54886056	0.131091633	45.32967331	19.05976096	1.161752988	7813.996813	1695.619124	505.6207171	2418.889243	5.029482072	3188.838247
9. 24496345	81391					2526762	618201	218409.85	58109.91	196976.58	877.39	143828.65	68385	5346	36380279	13837566	4318712	9248832	39764	8935405
   4014.149119	13.33732077					415.5858553	101.6861584	35.9226727	9.557550987	32.39746382	0.144307566	23.65602796	11.24753289	0.879276316	5983.59852	2275.915461	710.3144737	1521.189474	6.540131579	1469.63898
10.15602017	50121					1765828	394146	146193.59	73060.92	156422.5	634.39	17835.8	58036	3584	21168261	8415020	4849900	6798810	30348	1074183
   4012.864455	12.8912037					459.3725286	102.5620609	38.03163111	19.00648283	40.69263788	0.165033819	4.639906348	15.09781478	0.932362123	5506.831686	2189.131113	1261.680541	1768.681061	7.894901145	279.4440687
11.13881575	45900					2447164	537252	112686.43	18188.02	286476.76	3691.37	116210.47	20395	6949	30000006	6480851	1414448	14048057	122979	7933671
   4013.175773	13.26973114					708.2963821	155.5223621	32.61546454	5.264260492	82.91657308	1.068413893	33.63544718	5.903039074	2.011287988	8683.069754	1875.789001	409.3916064	4066.007815	35.59450072	2296.286831
12.35113641	113814					8432973	1496948	413547.4	41336.45	642497.8	955.74	398611.36	100605	16684	79808250	26087119	3550737	26193931	63974	23912489
   4019.418613	13.02815934					966.3083534	171.5404801	47.38712043	4.736616248	73.62184027	0.109515297	45.6756457	11.5280165	1.911768076	9144.981093	2989.242466	406.8679959	3001.481723	7.330583247	2740.058325
13.1139360	5649					120354	17236	5382.45	508.02	6148.07	28.77	5168.63	1704	187	965571	358481	39468	243446	1170	323006
   4018.906526	19.92592593					424.5291005	60.79717813	18.98571429	1.791957672	21.68631393	0.101481481	18.23149912	6.010582011	0.659611993	3405.89418	1264.483245	139.2169312	858.7160494	4.126984127	1139.35097
14.5082702	17831					587168	135856	32889.2	7799.5	45875.88	321.18	48970.22	27819	1572	7920072	2093622	702578	2137651	12309	2973912
   4027.497623	14.13476021					465.4522394	107.7794526	26.07150218	6.182718985	36.36613555	0.254601665	38.81904082	22.05231867	1.246135553	6278.297265	1659.629013	556.9385652	1694.531114	9.757431629	2357.441141
15.39781914	128424					6204694	1354379	318378.98	34281.09	506209.38	3173.3	492338.55	166750	19433	84262151	21901646	3115517	26212429	115776	32916783
   4019.59321	12.97605335					627.7513153	137.0551508	32.211552	3.468341764	51.21503238	0.321054229	49.81167038	16.87070012	1.966106839	8525.106333	2215.868677	315.2081141	2652.006172	11.71347633	3330.309895
16.12681771	41499					943377	202094	48788.03	3146.99	91100.11	33.18	59026.04	5118	1317	10290975	2472193	239763	3843075	3829	3732115
   4020.853202	13.15757768					300.0562977	64.27926209	15.51782125	1.000951018	28.97586196	0.010553435	18.77418575	1.627862595	0.41889313	3273.210878	786.3209288	76.26049618	1222.352099	1.217875318	1187.059478
17.4558188	14685					797458	58612	37598.39	882.16	942.01	217.23	18972.28	2136	489	2638981	1802339	45037	41309	7784	742512
   4017.794623	12.94402821					702.9158219	51.66328779	33.14093433	0.777576025	0.830330542	0.191476421	16.72303217	1.882767739	0.431026884	2326.118114	1588.663729	39.69766417	36.41163508	6.861172323	654.4839136
18.1345192	5065					196436	38823	6520.17	427.45	14227.84	145.18	17502.49	4195	238	2130486	304026	34186	605270	4091	1182913
   4003.547619	15.07440476					585.5022355	115.7168405	19.43418778	1.274068554	42.40786885	0.432727273	52.16837556	12.50372578	0.709388972	6350.181818	906.1877794	101.8956781	1804.083458	12.19374069	3525.821162
19.13896717	45064					2452830	568173	150238.69	8481.68	217645.06	2187.83	189620.43	36027	7221	34906190	9292691	959647	11117151	87253	13449448
   4019.87764	3.03557998					709.8335986	164.4256982	43.47813341	2.454544928	62.98511359	0.633144263	54.87496166	10.42598756	2.089712053	10101.63218	2689.246419	277.7158154	3217.233685	25.25047026	3892.185791
20.18941841	60549					1704118	336187	145630.09	12456.15	79713.74	1221.59	97165.7	47446	3267	21052323	8887787	976918	3878350	45336	7263932
   4017.783646	12.84314349					361.6933036	71.39244001	30.90949591	2.643775868	16.91897273	0.259278361	20.62309243	10.07025363	0.693409742	4468.284623	1886.402844	207.3475539	823.1667197	9.622413244	1541.745092
21.16216490	53801					2767549	610029	198141.92	30060.11	275065.15	1539.26	105223.79	33857	5558	29565260	11745027	2342139	9430513	53363	5994218
   4011.500309	13.30884354					685.8857497	151.2031231	49.10580421	7.449841388	68.16980173	0.381477076	26.07776704	8.390830235	1.377447336	7327.201983	2910.787361	580.4557621	2337.177943	13.22503098	1485.555886
22.12966699	40155					1222147	220024	65592.78	7645.94	82715.54	258.06	63812.29	33122	3461	12599148	4365161	669742	3308331	10677	4245237
