   4017.567467	12.4415182					379.6666667	68.38352758	20.37675676	2.375253184	25.69603604	0.080167754	19.82363778	10.28953091	1.075178627	3913.994408	1356.061199	208.0590245	1027.751165	3.316868593	1318.806151
23.40248661	129388					19094064	3667209	994327.07	89174.55	838664.17	10969.32	1734074.29	216863	37408	188029795	47671161	7021368	36707116	360372	96269778
   4019.239165	12.920711					1907.784783	366.4277578	99.34826098	8.909881601	83.79519109	1.0960004	173.2601579	21.6678823	3.73762302	18787.01054	4763.067493	701.5404906	3667.594145	36.00659439	9618.801818
24.21802666	70718					14492650	2709405	738096.8	66823.39	469671.1	10359.02	1424455.2	142344	27650	130015869	32610393	5262181	18625011	327095	73191189
   4019.29505	13.03677758					2671.702461	499.4755277	136.0672504	12.31881095	86.583298	1.909672781	262.5965895	26.24094387	5.097243986	23968.26786	6011.686423	970.0766891	3433.498203	60.29956678	13492.70698
25.1001555	2772					150026	44619	9305.11	555.48	23997.53	167.53	10593.34	2890	224	2806193	566276	49903	1352983	6014	831017
   4022.309237	11.13253012					602.5140562	179.1927711	37.36991968	2.230843373	96.37562249	0.672811245	42.54353414	11.6064257	0.899598394	11269.85141	2274.200803	200.4136546	5433.666667	24.15261044	3337.417671
26.24200019	77861					6001927	1239290	336738.93	29695.89	465234.93	589.1	407031.74	93389	12707	74085425	19631655	2315979	22057118	36728	30043945
   4018.267995	12.92835201					997.660738	206.016125	55.97389129	4.936151928	77.33293384	0.097922207	67.65820146	15.5234375	2.112200798	12314.73155	3263.240525	384.9699136	3666.409242	6.105053191	4994.006815
27.21493639	69028					5188612	997160	272573.01	18154.78	431538.46	3036.14	271859.01	76465	9194	48308565	13704265	1477921	17059819	111415	15955145
   4017.878119	12.90363585					970.378156	186.5070607	50.9768113	3.395320741	80.70665046	0.567821208	50.84327847	14.30054236	1.719468861	9034.704507	2562.982046	276.4019076	3190.540303	20.8369179	2983.943333
28.1780154	5569					247248	43889	8418.8	5027.58	16349.5	182.97	13910.39	1680	429	2851685	458846	173803	1252825	10708	955503
   4022.946893	12.58531073					559.3846154	99.29638009	19.04705882	11.37461538	36.989819	0.413959276	31.47147059	3.800904977	0.970588235	6451.776018	1038.113122	393.219457	2834.445701	24.22624434	2161.771493
